codice,tipo,nome,istituto,comune,provincia,indirizzo,telefono,email,email_utilizzabile,sito,alunni,distanza_km,minuti_auto
NAAA8AS069,infanzia statale,Traversa Via Roma,IC Pellico-Iozzino,Casola di Napoli,NA,"Traversa Via Roma, 80050 Casola di Napoli (NA)",081 8011179,naic8as00a@istruzione.it,sì,https://www.icpellicoiozzino.edu.it,102,11.2,22
NAEE8AS04C,primaria statale,Capoluogo,IC Pellico-Iozzino,Casola di Napoli,NA,"Via Roma, 80050 Casola di Napoli (NA)",081 8012889,naic8as00a@istruzione.it,sì,https://www.icpellicoiozzino.edu.it,125,11.2,22
NAEE8AS05D,primaria statale,Via Cappellano,IC Pellico-Iozzino,Casola di Napoli,NA,"Via Roma, 80050 Casola di Napoli (NA)",081 8021117,naic8as00a@istruzione.it,sì,https://www.icpellicoiozzino.edu.it,80,11.2,22
NAAA18501Q,infanzia statale,Gino Auriemma,1° Circolo Didattico Raffaele Arfè,Somma Vesuviana,NA,"Via Ferrante d'Aragona, 80049 Somma Vesuviana (NA)",081 3049021,naee18500x@istruzione.it,sì,https://www.1cdsomma.edu.it,62,11.5,19
NAAA185106,infanzia statale,Giovanni De Matha,1° Circolo Didattico Raffaele Arfè,Somma Vesuviana,NA,"Via Giovanni De Matha, 80049 Somma Vesuviana (NA)",081 8931430,naee18500x@istruzione.it,sì,https://www.1cdsomma.edu.it,118,11.5,19
NAEE185011,primaria statale,Capoluogo,1° Circolo Didattico Raffaele Arfè,Somma Vesuviana,NA,"Via Roma 59, 80049 Somma Vesuviana (NA)",081 8986996,naee18500x@istruzione.it,sì,https://www.1cdsomma.edu.it,276,11.5,19
NAEE185022,primaria statale,Gino Auriemma,1° Circolo Didattico Raffaele Arfè,Somma Vesuviana,NA,"Ferrante d'Aragona, 80049 Somma Vesuviana (NA)",081 3049021,naee18500x@istruzione.it,sì,http://www.1cdsomma.it,108,11.5,19
NAEE185033,primaria statale,Mercato Vecchio,1° Circolo Didattico Raffaele Arfè,Somma Vesuviana,NA,"Via Mercato Vecchio 61, 80049 Somma Vesuviana (NA)",081 8991139,naee18500x@istruzione.it,sì,http://www.1cdsomma.it,113,11.5,19
NAAA21407R,infanzia statale,Ravaschieri,2° Circolo Didattico Don Minzoni,Somma Vesuviana,NA,"Via Don Minzoni 12, 80049 Somma Vesuviana (NA)",081 8939242,naee21400p@istruzione.it,sì,https://sommadue.edu.it,83,11.5,19
NAAA21404N,infanzia statale,Rione Trieste,2° Circolo Didattico Don Minzoni,Somma Vesuviana,NA,"Via Costantinopoli, 80049 Somma Vesuviana (NA)",081 8939252,naee21400p@istruzione.it,sì,https://sommadue.edu.it,62,11.5,19
NAAA21401E,infanzia statale,Via Costantinopoli,2° Circolo Didattico Don Minzoni,Somma Vesuviana,NA,"Via Costantinopoli 214, 80049 Somma Vesuviana (NA)",081 8939252,naee21400p@istruzione.it,sì,https://sommadue.edu.it,17,11.5,19
NAAA21403L,infanzia statale,Via Don Minzoni,2° Circolo Didattico Don Minzoni,Somma Vesuviana,NA,"Via Don Minzoni 12, 80049 Somma Vesuviana (NA)",081 8939242,naee21400p@istruzione.it,sì,https://sommadue.edu.it,108,11.5,19
NAEE21403T,primaria statale,Rione Trieste,2° Circolo Didattico Don Minzoni,Somma Vesuviana,NA,"Via Costantinopoli 88, 80049 Somma Vesuviana (NA)",081 3592843,naee21400p@istruzione.it,sì,https://sommadue.edu.it,163,11.5,19
NAEE21404V,primaria statale,Via Costantinopoli,2° Circolo Didattico Don Minzoni,Somma Vesuviana,NA,"Via Costantinopoli 214, 80049 Somma Vesuviana (NA)",081 8997321,naee21400p@istruzione.it,sì,https://sommadue.edu.it,21,11.5,19
NAEE21401Q,primaria statale,Via Don Minzoni,2° Circolo Didattico Don Minzoni,Somma Vesuviana,NA,"Via Don Minzoni 16, 80049 Somma Vesuviana (NA)",081 3763186,naee21400p@istruzione.it,sì,https://sommadue.edu.it,325,11.5,19
NAAA8HH02A,infanzia statale,Matarazzo,IC 3 Bosco-Villa,Somma Vesuviana,NA,"Via Cupa di Nola, 80049 Somma Vesuviana (NA)",081 8939235,naic8hh00c@istruzione.it,sì,https://smsangiovannibosco.edu.it,40,11.5,19
NAAA8HH019,infanzia statale,Santa Maria del Pozzo,IC 3 Bosco-Villa,Somma Vesuviana,NA,"Santa Maria del Pozzo 81, 80049 Somma Vesuviana (NA)",081 8939224,naic8hh00c@istruzione.it,sì,https://smsangiovannibosco.edu.it,112,11.5,19
NAEE8HH02G,primaria statale,Santa Maria del Pozzo 101,IC 3 Bosco-Villa,Somma Vesuviana,NA,"Via Santa Maria del Pozzo 101, 80049 Somma Vesuviana (NA)",081 8939228,naic8hh00c@istruzione.it,sì,https://smsangiovannibosco.edu.it,179,11.5,19
NAEE8HH01E,primaria statale,Santa Maria del Pozzo 81,IC 3 Bosco-Villa,Somma Vesuviana,NA,"Via Santa Maria del Pozzo 81, 80049 Somma Vesuviana (NA)",081 8939224,naic8hh00c@istruzione.it,sì,https://smsangiovannibosco.edu.it,21,11.5,19
NAEE8HH03L,primaria statale,Termini,IC 3 Bosco-Villa,Somma Vesuviana,NA,"Via Cupa di Nola, 80049 Somma Vesuviana (NA)",081 8939235,naic8hh00c@istruzione.it,sì,https://smsangiovannibosco.edu.it,98,11.5,19
NA1ACG500I,infanzia paritaria,Haladin Club,,Somma Vesuviana,NA,"Via San Sossio 2/b, 80049 Somma Vesuviana (NA)",081 8995560,haladinclub@gmail.com,sì,,17,11.5,19
NA1A50100G,infanzia paritaria,L'Oasi dei Bambini,,Somma Vesuviana,NA,"Via Micco Masseria Castagnola, 80049 Somma Vesuviana (NA)",081 5318178,palmasampolo@alice.it,no: indirizzo personale,https://www.oasideibambini.it,38,11.5,19
NA1A03800T,infanzia paritaria,Maria Montessori,,Somma Vesuviana,NA,"Via Marigliano 140, 80049 Somma Vesuviana (NA)",081 8932444,montessori@istruzionemontessori.it,sì,https://www.istruzionemontessori.it,36,11.5,19
NA1A59300P,infanzia paritaria,Peter Pan,,Somma Vesuviana,NA,"Via Starza della Regina 39, 80049 Somma Vesuviana (NA)",081 5317550,scuolapeterpan@alice.it,sì,https://www.scuolaparitariapeterpan.it,49,11.5,19
NA1E031001,primaria paritaria,Maria Montessori,,Somma Vesuviana,NA,"Via Marigliano 140, 80049 Somma Vesuviana (NA)",081 8932444,montessori@istruzionemontessori.it,sì,https://www.istruzionemontessori.it,69,11.5,19
NAAA8E6063,infanzia statale,Maria Montessori,IC 3 Staglie-Parco Imperiale,Gragnano,NA,"Via Volte 20, 80054 Gragnano (NA)",081 8011342,naic8e6001@istruzione.it,sì,https://www.icgragnano3.edu.it,51,12.0,21
NAAA8E6052,infanzia statale,Via Castellammare,IC 3 Staglie-Parco Imperiale,Gragnano,NA,"Via Perillo 51, 80054 Gragnano (NA)",081 8718677,naic8e6001@istruzione.it,sì,https://www.icgragnano3.edu.it,58,12.0,21
NAAA8E6041,infanzia statale,Via Viviani,IC 3 Staglie-Parco Imperiale,Gragnano,NA,"Via Viviani 13, 80054 Gragnano (NA)",081 8717668,naic8e6001@istruzione.it,sì,https://www.icgragnano3.edu.it,59,12.0,21
NAEE8E6035,primaria statale,Parco Imperiale,IC 3 Staglie-Parco Imperiale,Gragnano,NA,"Via G. Leopardi 6, 80054 Gragnano (NA)",081 8702141,naic8e6001@istruzione.it,sì,https://www.icgragnano3.edu.it,146,12.0,21
NAEE8E6013,primaria statale,Staglie,IC 3 Staglie-Parco Imperiale,Gragnano,NA,"Via Perillo 51, 80054 Gragnano (NA)",081 8018448,naic8e6001@istruzione.it,sì,https://www.icgragnano3.edu.it,236,12.0,21
NAAA8HS02B,infanzia statale,Via Caprile,IC Lizzadri-Roncalli,Gragnano,NA,"Via Caprile, 80054 Gragnano (NA)",081 8012762,naic8hs00d@istruzione.it,sì,https://www.iclizzadrironcalli.edu.it,30,12.0,21
NAAA8HS01A,infanzia statale,Via Lamma,IC Lizzadri-Roncalli,Gragnano,NA,"Via Lamma, 80054 Gragnano (NA)",081 8013088,naic8hs00d@istruzione.it,sì,https://www.iclizzadrironcalli.edu.it,65,12.0,21
NAAA8HS03C,infanzia statale,Via Vittorio Veneto,IC Lizzadri-Roncalli,Gragnano,NA,"Via Vittorio Veneto 18, 80054 Gragnano (NA)",081 8012921,naic8hs00d@istruzione.it,sì,https://www.iclizzadrironcalli.edu.it,106,12.0,21
NAEE8HS03N,primaria statale,Aurano,IC Lizzadri-Roncalli,Gragnano,NA,"Via Nuova Aurano, 80054 Gragnano (NA)",081 5391921,naic8hs00d@istruzione.it,sì,https://www.iclizzadrironcalli.edu.it,56,12.0,21
NAEE8HS01G,primaria statale,Via Lamma,IC Lizzadri-Roncalli,Gragnano,NA,"Via Lamma 26, 80054 Gragnano (NA)",081 8013088,naic8hs00d@istruzione.it,sì,https://www.iclizzadrironcalli.edu.it,128,12.0,21
NAEE8HS02L,primaria statale,Via Vittorio Veneto,IC Lizzadri-Roncalli,Gragnano,NA,"Via Vittorio Veneto, 80054 Gragnano (NA)",081 8012921,naic8hs00d@istruzione.it,sì,https://www.iclizzadrironcalli.edu.it,206,12.0,21
NAAA8HR015,infanzia statale,Via Quarantola,IC Ungaretti-Fucini,Gragnano,NA,"Via Quarantola 6, 80054 Gragnano (NA)",081 8012968,naic8hr008@istruzione.it,sì,https://www.icungarettifucini.edu.it,159,12.0,21
NAEE8HR01A,primaria statale,Ungaretti,IC Ungaretti-Fucini,Gragnano,NA,"Via Quarantola 8, 80054 Gragnano (NA)",081 8012968,naic8hr008@istruzione.it,sì,https://www.icungarettifucini.edu.it,474,12.0,21
NA1A67600T,infanzia paritaria,Cucciolo,,Gragnano,NA,"Via Ponte Carmiano 8, 80054 Gragnano (NA)",081 8700272,scuolacucciolosrl@gmail.com,sì,,13,12.0,21
NA1A01200N,infanzia paritaria,M.B. Alberti,,Gragnano,NA,"Via Vena della Fossa 19, 80054 Gragnano (NA)",081 8717643,m.b.alberti.scuola@alice.it,sì,,27,12.0,21
NA1AQU500R,infanzia paritaria,Santa Croce,,Gragnano,NA,"Via Nuova S. Leone 62, 80054 Gragnano (NA)",081 8711060,info@istitutosantacroce.it,sì,,9,12.0,21
NA1E21500R,primaria paritaria,M.B. Alberti,,Gragnano,NA,"Strada S. le per Agerola 16, 80054 Gragnano (NA)",081 8717643,m.b.alberti.scuola@alice.it,sì,,68,12.0,21
NA1E149003,primaria paritaria,Santa Croce,,Gragnano,NA,"Via Nuova S. Leone 62, 80054 Gragnano (NA)",081 8724445,info@istitutosantacroce.it,sì,,27,12.0,21
NAAA8HD012,infanzia statale,Basilio Cecchi,IC 1 Cecchi-Stabiae,Castellammare di Stabia,NA,"Viale Dante, 80053 Castellammare di Stabia (NA)",081 8712901,naic8hd005@istruzione.it,sì,https://www.1cecchistabiae.edu.it,58,12.2,21
NAEE8HD017,primaria statale,Basilio Cecchi,IC 1 Cecchi-Stabiae,Castellammare di Stabia,NA,"Viale Dante, 80053 Castellammare di Stabia (NA)",081 8712901,naic8hd005@istruzione.it,sì,https://www.1cecchistabiae.edu.it,488,12.2,21
NAAA8DH02X,infanzia statale,Piazza Giovanni XXIII,IC 2 Panzini,Castellammare di Stabia,NA,"Piazza Giovanni XXIII 30, 80053 Castellammare di Stabia (NA)",081 8712489,naic8dh002@istruzione.it,sì,https://ic2panzinicastellammare.edu.it,60,12.2,21
NAAA8DH042,infanzia statale,Via Monaciello,IC 2 Panzini,Castellammare di Stabia,NA,"Via Monaciello 3, 80053 Castellammare di Stabia (NA)",081 8703825,naic8dh002@istruzione.it,sì,https://ic2panzinicastellammare.edu.it,60,12.2,21
NAAA8DH031,infanzia statale,Via Quisisana,IC 2 Panzini,Castellammare di Stabia,NA,"Via Quisisana, 80053 Castellammare di Stabia (NA)",081 8712603,naic8dh002@istruzione.it,sì,https://ic2panzinicastellammare.edu.it,45,12.2,21
NAEE8DH014,primaria statale,Piazza Giovanni XXIII,IC 2 Panzini,Castellammare di Stabia,NA,"Piazza Giovanni XXIII 30, 80053 Castellammare di Stabia (NA)",081 8712489,naic8dh002@istruzione.it,sì,https://ic2panzinicastellammare.edu.it,125,12.2,21
NAEE8DH047,primaria statale,Via Monaciello,IC 2 Panzini,Castellammare di Stabia,NA,"Via Monaciello 1, 80053 Castellammare di Stabia (NA)",081 8705626,naic8dh002@istruzione.it,sì,https://ic2panzinicastellammare.edu.it,89,12.2,21
NAEE8DH036,primaria statale,Via Quisisana,IC 2 Panzini,Castellammare di Stabia,NA,"Via Quisisana 1, 80053 Castellammare di Stabia (NA)",081 8712603,naic8dh002@istruzione.it,sì,https://ic2panzinicastellammare.edu.it,83,12.2,21
NAAA8DJ047,infanzia statale,Traversa Lattaro,IC 5 Karol Wojtyla,Castellammare di Stabia,NA,"Traversa Lattaro 34, 80053 Castellammare di Stabia (NA)",081 8743049,naic8dj007@istruzione.it,sì,,30,12.2,21
NAAA8DJ025,infanzia statale,Traversa Tavernola,IC 5 Karol Wojtyla,Castellammare di Stabia,NA,"Traversa Tavernola, 80053 Castellammare di Stabia (NA)",081 8715996,naic8dj007@istruzione.it,sì,,30,12.2,21
NAAA8DJ036,infanzia statale,Via Cottrau,IC 5 Karol Wojtyla,Castellammare di Stabia,NA,"Via Cottrau 9, 80053 Castellammare di Stabia (NA)",081 8706374,naic8dj007@istruzione.it,sì,,53,12.2,21
NAAA8DJ014,infanzia statale,Via Venezia,IC 5 Karol Wojtyla,Castellammare di Stabia,NA,"Via Venezia 1, 80053 Castellammare di Stabia (NA)",081 8725799,naic8dj007@istruzione.it,sì,,54,12.2,21
NAEE8DJ019,primaria statale,Traversa Tavernola,IC 5 Karol Wojtyla,Castellammare di Stabia,NA,"Traversa Tavernola, 80053 Castellammare di Stabia (NA)",081 8018636,naic8dj007@istruzione.it,sì,,104,12.2,21
NAEE8DJ03B,primaria statale,Via Cottrau,IC 5 Karol Wojtyla,Castellammare di Stabia,NA,"Via Cottrau 9, 80053 Castellammare di Stabia (NA)",081 8706374,naic8dj007@istruzione.it,sì,,77,12.2,21
NAEE8DJ02A,primaria statale,Via Napoli,IC 5 Karol Wojtyla,Castellammare di Stabia,NA,"Via Napoli 277, 80053 Castellammare di Stabia (NA)",081 8715279,naic8dj007@istruzione.it,sì,,140,12.2,21
NAAA847024,infanzia statale,Annunziatella,IC Denza,Castellammare di Stabia,NA,"Traversa Annunziatella, 80053 Castellammare di Stabia (NA)",081 8714411,naic847006@istruzione.it,sì,https://www.icdenza.edu.it,155,12.2,21
NAAA847013,infanzia statale,Via Ponte della Persica,IC Denza,Castellammare di Stabia,NA,"Via Ponte della Persica 18, 80053 Castellammare di Stabia (NA)",081 8703101,naic847006@istruzione.it,sì,https://www.icdenza.edu.it,86,12.2,21
NAEE847029,primaria statale,Annunziatella,IC Denza,Castellammare di Stabia,NA,"Via Annunziatella 101, 80053 Castellammare di Stabia (NA)",081 8714411,naic847006@istruzione.it,sì,https://www.icdenza.edu.it,291,12.2,21
NAEE847018,primaria statale,Fondo d'Orto,IC Denza,Castellammare di Stabia,NA,"Traversa Fondo d'Orto, 80053 Castellammare di Stabia (NA)",081 8710091,naic847006@istruzione.it,sì,https://www.icdenza.edu.it,241,12.2,21
NAAA8AH013,infanzia statale,Tavernola,IC Di Capua,Castellammare di Stabia,NA,"Via P. Carrese, 80053 Castellammare di Stabia (NA)",081 8703648,naic8ah006@istruzione.it,sì,https://www.icfdicapua.edu.it,210,12.2,21
NAEE8AH018,primaria statale,Via Napoli,IC Di Capua,Castellammare di Stabia,NA,"Via Napoli 84, 80053 Castellammare di Stabia (NA)",081 8712070,naic8ah006@istruzione.it,sì,https://www.icfdicapua.edu.it,493,12.2,21
NAAA8HE02V,infanzia statale,Capoluogo,IC San Marco-Bonito-Cosenza,Castellammare di Stabia,NA,"Via Cicerone 16, 80053 Castellammare di Stabia (NA)",081 8716601,naic8he001@istruzione.it,sì,,100,12.2,21
NAAA8HE01T,infanzia statale,Don Ciro Donnarumma,IC San Marco-Bonito-Cosenza,Castellammare di Stabia,NA,"Via Martucci, 80053 Castellammare di Stabia (NA)",081 3901139,naic8he001@istruzione.it,sì,,52,12.2,21
NAAA8HE03X,infanzia statale,Rami d'Ulivo,IC San Marco-Bonito-Cosenza,Castellammare di Stabia,NA,"Via Rami d'Ulivo, 80053 Castellammare di Stabia (NA)",081 8726560,naic8he001@istruzione.it,sì,https://www.icsanmarcobonitocosenza.edu.it,30,12.2,21
NAEE8HE024,primaria statale,San Giovanni Bosco,IC San Marco-Bonito-Cosenza,Castellammare di Stabia,NA,"Via Bracco, 80053 Castellammare di Stabia (NA)",081 8710695,naic8he001@istruzione.it,sì,,81,12.2,21
NAEE8HE013,primaria statale,San Marco,IC San Marco-Bonito-Cosenza,Castellammare di Stabia,NA,"Via Cicerone 16, 80053 Castellammare di Stabia (NA)",081 8716601,naic8he001@istruzione.it,sì,,313,12.2,21
NA1A438009,infanzia paritaria,Carducci,,Castellammare di Stabia,NA,"Viale Dante 4, 80053 Castellammare di Stabia (NA)",081 8711735,maria.pepe@comunestabia.it,no: indirizzo personale,,96,12.2,21
NA1A73500C,infanzia paritaria,Gli Occhi dei Bambini,,Castellammare di Stabia,NA,"Via Calcarella 1, 80053 Castellammare di Stabia (NA)",081 8701335,gliocchideibambini@gmail.com,sì,,78,12.2,21
NA1A392005,infanzia paritaria,Istituto Giovanna De Felice,,Castellammare di Stabia,NA,"Via Napoli 253, 80053 Castellammare di Stabia (NA)",081 8717297,,no: manca,,32,12.2,21
NA1A18400C,infanzia paritaria,Maria Madre del Carmelo,,Castellammare di Stabia,NA,"Via Ciceronetraversa Orazio 10, 80053 Castellammare di Stabia (NA)",081 8712959,suore_carmelitane@libero.it,sì,,70,12.2,21
NA1A18300L,infanzia paritaria,Rosa dell'Amore,,Castellammare di Stabia,NA,"Via Paride del Pozzo 17, 80053 Castellammare di Stabia (NA)",081 8703111,filpic@libero.it,no: indirizzo personale,https://rosadellamore.weebly.com,46,12.2,21
NA1A55000R,infanzia paritaria,Sacri Cuori,,Castellammare di Stabia,NA,"Via Principe Amedeo 6, 80053 Castellammare di Stabia (NA)",081 8713780,info@alfaforma.it,sì,,27,12.2,21
NA1A67200E,infanzia paritaria,Santa Rita,,Castellammare di Stabia,NA,"Via Denza 36, 80053 Castellammare di Stabia (NA)",081 8717627,scuolasantarita@gmail.com,sì,,36,12.2,21
NA1A185008,infanzia paritaria,Suor Maria Maddalena Starace,,Castellammare di Stabia,NA,"Via Santa Croce 40, 80053 Castellammare di Stabia (NA)",081 8715133,scuolamstarace@alice.it,sì,,58,12.2,21
NA1A55100L,infanzia paritaria,Tangram,,Castellammare di Stabia,NA,"Via Grotta San Biagio 44/c, 80053 Castellammare di Stabia (NA)",081 8721305,scuolatangram@teletu.it,sì,,33,12.2,21
NA1E151003,primaria paritaria,Suor Maria Maddalena Starace,,Castellammare di Stabia,NA,"Via Santa Croce 40, 80053 Castellammare di Stabia (NA)",081 8715133,scuolamstarace@alice.it,sì,,105,12.2,21
NA1E044003,primaria paritaria,Suore Carmelitane,,Castellammare di Stabia,NA,"Via Cicerone Traversa Orazio 10, 80053 Castellammare di Stabia (NA)",081 8712959,suore_carmelitane@libero.it,sì,,187,12.2,21
AVAA84604G,infanzia statale,Ugo Foscolo,Omnicomprensivo Croce-Nobile-Amundsen,Quindici,AV,"Via San Sebastiano 69, 83020 Quindici (AV)",081 5102123,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,28,12.2,32
AVEE84603Q,primaria statale,Ugo Foscolo,Omnicomprensivo Croce-Nobile-Amundsen,Quindici,AV,"Via San Sebastiano, 83020 Quindici (AV)",081 5102123,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,59,12.2,32
AVAA84601C,infanzia statale,Via Remondini,Omnicomprensivo Croce-Nobile-Amundsen,Lauro,AV,"Via Remondini, 83023 Lauro (AV)",0081 3762698,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,38,12.3,28
AVEE84601N,primaria statale,Via Principe Amedeo,Omnicomprensivo Croce-Nobile-Amundsen,Lauro,AV,"Via Principe Amedeo, 83023 Lauro (AV)",081 8240694,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,154,12.3,28
AV1A7I500C,infanzia paritaria,Il Mondo che Vorrei Baby,,Lauro,AV,"Via Vittime di Bologna, 83023 Lauro (AV)",081 8249558,ilmondochevorreibaby@libero.it,sì,,63,12.3,28
AV1A061004,infanzia paritaria,Peter Pan,,Lauro,AV,"Via F.A. Casoria, 83023 Lauro (AV)",081 8240323,scuinfpeterpan@libero.it,sì,,35,12.3,28
NAAA80305D,infanzia statale,Capoluogo,IC Padre Arturo D'Onofrio,Liveri,NA,"Via Cesare Soprano 54, 80030 Liveri (NA)",081 8255497,naic80300c@istruzione.it,sì,,19,12.3,22
NAEE80306Q,primaria statale,Capoluogo,IC Padre Arturo D'Onofrio,Liveri,NA,"Via Cesare Soprano 64, 80030 Liveri (NA)",081 8255130,naic80300c@istruzione.it,sì,,17,12.3,22
NAAA8H9037,infanzia statale,Capocaccia,IC Ciccone,Saviano,NA,"Via Cimitero, 80039 Saviano (NA)",081 5110340,naic8h9008@istruzione.it,sì,,56,12.3,21
NAAA8H9048,infanzia statale,Fressuriello,IC Ciccone,Saviano,NA,"Via Fressuriello, 80039 Saviano (NA)",081 5110346,naic8h9008@istruzione.it,sì,,30,12.3,21
NAAA8H9059,infanzia statale,Sant'Erasmo,IC Ciccone,Saviano,NA,"Via Miccoli, 80039 Saviano (NA)",081 5110321,naic8h9008@istruzione.it,sì,,61,12.3,21
NAAA8H9026,infanzia statale,Via degli Orti,IC Ciccone,Saviano,NA,"Via degli Orti, 80039 Saviano (NA)",081 5113314,naic8h9008@istruzione.it,sì,,92,12.3,21
NAEE8H902B,primaria statale,Capocaccia,IC Ciccone,Saviano,NA,"Via Cimitero, 80039 Saviano (NA)",081 5110340,naic8h9008@istruzione.it,sì,,95,12.3,21
NAEE8H901A,primaria statale,Capoluogo,IC Ciccone,Saviano,NA,"Via Roma 37, 80039 Saviano (NA)",081 8202254,naic8h9008@istruzione.it,sì,,305,12.3,21
NAEE8H903C,primaria statale,Fressuriello,IC Ciccone,Saviano,NA,"Via Fressuriello, 80039 Saviano (NA)",081 5110346,naic8h9008@istruzione.it,sì,,73,12.3,21
NAEE8H904D,primaria statale,Sant'Erasmo,IC Ciccone,Saviano,NA,"Via Miccoli, 80039 Saviano (NA)",081 5110321,naic8h9008@istruzione.it,sì,,145,12.3,21
NA1AM4500O,infanzia paritaria,Educrea,,Saviano,NA,"Via Giancora 26, 80036 Saviano (NA)",377 308 5474,educrea_infanzia@gmail.com,sì,,39,12.3,21
NA1ATU5009,infanzia paritaria,Il Mondo dei Bimbi,,Saviano,NA,"Via Torre 66, 80039 Saviano (NA)",324 082 3810,ilmondodeibimbi2014@libero.it,sì,,21,12.3,21
NA1A716003,infanzia paritaria,La Nuova Ghirigori,,Saviano,NA,"Corso Italia 58, 80039 Saviano (NA)",081 19175641,antonella.catapano01@gmail.com,no: indirizzo personale,,29,12.3,21
NA1A10300Q,infanzia paritaria,La Sirenetta,,Saviano,NA,"Via Tommasoni, 80039 Saviano (NA)",081 5123941,,no: manca,,,12.3,21
AVAA84606N,infanzia statale,Via Cavalier Ferrante,Omnicomprensivo Croce-Nobile-Amundsen,Marzano di Nola,AV,"Via Cavalier Ferrante, 83020 Marzano di Nola (AV)",081 8255914,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,24,12.5,24
AVEE84605T,primaria statale,Nicola Pecorelli,Omnicomprensivo Croce-Nobile-Amundsen,Marzano di Nola,AV,"Via Cavalier Ferrante, 83020 Marzano di Nola (AV)",081 8255914,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,53,12.5,24
AVAA84607P,infanzia statale,Nicola Pecorelli,Omnicomprensivo Croce-Nobile-Amundsen,Pago del Vallo di Lauro,AV,83020 Pago del Vallo di Lauro (AV),081 8250205,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,23,12.8,26
AVEE84607X,primaria statale,Nicola Pecorelli,Omnicomprensivo Croce-Nobile-Amundsen,Pago del Vallo di Lauro,AV,"Via Piave 10, 83020 Pago del Vallo di Lauro (AV)",081 8250205,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,46,12.8,26
AVAA84602D,infanzia statale,M. Carfi,Omnicomprensivo Croce-Nobile-Amundsen,Taurano,AV,"Via Bellini, 83020 Taurano (AV)",081 8249733,avic84600g@istruzione.it,sì,https://www.icbenedettocrocelauro.edu.it,20,12.9,29
